status|title|company|location|date|blurb|tags|link|id|provider|query
new|DevOps Engineer|Tasacom|Austin, TX|2020-08-12|Job Title: DevOps Engineer Location: Austin, TXDuration: Long termRequired Skills:AWS (Optional)Python ScriptingCI/CDGithubJenkinsDockerLinux/ UnixAnsible and Kubernetes--Thanks &Regards,Abdul Khaliq972-456-9555abdul@tasacom.com||https://job-openings.monster.com/devops-engineer-austin-tx-us-tasacom/219470889|219470889|monster|Python
new|Sr. Software Engineer (GCP- Google Cloud Platform)|Synthesis Systems||2020-07-17|Job DescriptionWe are looking for a Software developer who has an overall 7 plus years of experience and a minimum of 2 yrs. of working experience withGoogle Cloud environment.Primary skills involveNode.js or Java, and proven skills to code/deploy/test Cloud Functions in GCP.The assignment involves composing Lightweight APIs using Cloud functions that are quick to build and scale as serverless deployment. The APIs could be event driven or invoked direct over HTTP/S.ResponsibilitiesCollaborate closely with program managers, partner teams, and customers, while designing and developing features.Play an active role in designing and coding.Work independently and in a team setting and be able to research innovative solutions for challenging technical problemsQualificationsExperience with Lift/Shift/Scale Provisioning D2 (Partners/Wholesale  Cloud Functions)Scripting skills  python, and terraform.Strong design and programming skills in Java/Python/Terraform.Excellent analytical skillsExcellent communication skills, including the ability to write concise and accurate technical documentation, communicate technical ideas to non-technical audiences, and to lead development teams.Demonstrated ability to impact/influence engineering and project teamsProven track record of shipping highly-scalable and reliable services/systemsAbility to work independently and in a team setting and be able to research innovative solutions for challenging business/technical problemsExpertise and knowledge in modern engineering practices (Continuous Integration, TDD, automated deployments with integrated quality gates)Experience designing and implementing RESTful APIsExperience with microservices architecture and Google Cloud environment/Platform (GCP)||https://job-openings.monster.com/sr-software-engineer-gcp-google-cloud-platform-us-synthesis-systems/218995191|218995191|monster|Python
new|Devops|Oliphant USA|Austin, TX|2020-07-15|POSITION SUMMARYThe Devops duties will include managing systems performance, providing tech support, developing in-house software, and mitigating potential risk.PRIMARY RESPONSIBILITIESPerform day-to-day IT maintenance tasks. Oversee job automation.Participate in software development.Provide assistance to computer users.Participate in network administration and maintenance.Install, modify, and repair computer hardware and software.The duties of this position are subject to change at the discretion of the Company. Management is authorized to assign other duties at any time and the employee may be assigned, temporarily or regularly, to another position at any time.JOB REQUIREMENTSProblem-solving skillsExperience with computer networking and Windows DomainsOptional experience with UNIX systems and DockerAbility to use collaboration software (version control, tickets, etc.)Knowledge of programming languages such as Python, C#, SQL and moreAbility to work productively with minimal supervisionAbility to work in a highly regulated environmentWork ContextTypical Physical Requirements:Sit for extended periods; frequently stand and walk; verbal communication; use of office equipment, including computer, telephone, calculator, copiers, and fax.Background Check Requirements:This position requires successful completion of an initial and annual criminal history background check.TOTAL REWARDS PACKAGESalary:NegotiableBENEFITSAmong other benefits, Oliphant USA also offers comprehensive medical, dental, and vision insurance, company paid group term life insurance, nine (9) paid holidays, and paid time off (based on years of service).Additional benefits of working at Oliphant USA include:Business casual dressCulture founded upon open-door policies, team-orientation, and customer focusFree beverages, including tea and coffeeCompany sponsored social events and outingsOliphant USA, LLC is an Equal Employment Opportunity Employer.||https://job-openings.monster.com/devops-austin-tx-us-oliphant-usa/218940871|218940871|monster|Python
new|Integration Lead|Prism IT Corporation|San Antonio, TX|2020-08-10|Job Title/Role:Integration LeadMinimum Mandatory Skills:Snaplogic, Python, SQL(Snaplogic certification highly preferred) - Do share the skill matrixJob Location:San Antonio, TX/ San Francisco, CAClient Name:ASANAWork Authorization:USC/GC Highly PreferredInterview Preference:Skype/ TalviewJob Description:Asana is home to problem solvers and creative thinkers from across the globe who are dedicated to helping teams achieve their goals.Were looking for extraordinary people to share their experience and expertise. Searching for your dream job? At Asana, we strive to help our employees find passion and purpose. Join us and help shape the future of work.The Business Technology team at Asana acts as the engine to the business team; up-leveling our business partners by delivering secure, scalable, and efficient systems, processes, data and insights that help Asana achieve its mission. As Integrations Technical Lead, you will be leading medium to large complex initiatives with a team of engineers. This role will be extremely cross-functional, working closely with all departments of the company like Sales, Marketing, Finance, Data Engineering, and Product. The Integration teams mission is to accelerate the business by connecting systems and data seamlessly.We are looking for an Integrations Lead Engineer with experience as a technical lead for a team and/or programs. You should have expertise with Enterprise System Integrations and Business Process Automation to oversee the team who will be building the mapping, design, documentation and implementation of various system integrations.What youll achieveOversee the teams responsibility for architecting and designing, vetting, developing integrations between complex systems and/or integrations between existing solutionsWork with your manager and across Business Technology to define the long-term strategy of the Integrations teamPartner with your manager and other team leads to prioritize work for the team based on requirements and build out roadmaps and sprints using agile best practicesEnsure that the teams toolstack are the best-in-class and are kept informed on the newest trends of integrationsEstablish trust and strong relationships with senior leaders, operation managers, and other BT team leads as it pertains to business processes and integrationsMentor and guide the engineers on the team around integration best practices and patterns, software engineering architecture principles, and conceptsEnsure creation of accurate and clear technical documentation; develop support processes and procedures; and support hand-off to peers/organizational unitsImplement and uphold data security processes and methods for the teamJob Details8+ Years of experience inSnaplogic, Python, SQL.Experience in Application Support and Development.Write Python code based on functional specification and technical design.Develop statistically sound analytic solutions to support company-wide decisions.Experience on AWS S3 and Amazon Redshift, Athena, Snowflake, SQL.Ability to provide solution using Snaplogic.Strong in SQL queriesShould have Hands on Design, development, deployment, maintenance of integration processes between applications across cloud and/or on premise using Snaplogic cloud platformExperience in Snaplogic Designer and Creation of Snaps and PipelinesAbility to Build Scalable Pipelines across cloud and on premise systems||https://job-openings.monster.com/integration-lead-san-antonio-tx-us-prism-it-corporation/219522578|219522578|monster|Python
new|Site Reliability Engineer at Austin TX|Wipro Limited|Austin, TX|2020-08-11|Required Skills:Proven ability to write programs using a high-level programming language like: Python, Java, Shell Scripts, Jenkins Pipeline.Experience handling large numbers of diverse systems with configuration management systems like: Jenkins, Ansible. Artifactory,Full stack development exposure in Javascript, middleware, JavaExpertise in Kafka or similar technologiesDeep understanding of the Linux Operating System, including Kernel, Memory, Process, Threads, Static / Shared Libraries, IPC, Signals.Understanding of standard networking protocols and components such as: HTTP, DNS, ECMP, TCP/IP, ICMP, the OSI Model, Subnetting and Load Balancing strategies.Familiarity with distributed systems is a plus including: Microservices.Working knowledge and understanding of Blob/object storage.Experience with Kubernetes, Prometheus, Grafana, and/or Docker.Passion for eliminating repetitive manual processes using automation.Tools : GITlab, Bamboo, Gradle, Maven, ant, ansible, splunk, Confluence, JIRA.Apple technologies : Apple Connect integration, Slack, Quip, Radar, CST.||https://job-openings.monster.com/site-reliability-engineer-at-austin-tx-austin-tx-us-wipro-limited/219440572|219440572|monster|Python
new|Linux Hardware Technician|Scadea Solutions|Austin, TX|2020-07-31|We are looking for an Linux Hardware Technicianfor our client atAustin, TX orHillsboro, ORPlease revert back me at kevin@scadea.netPosition: Linux Hardware TechnicianLinux Hardware TechnicianLocation: Austin, TX orHillsboro, ORContract Duration: Long termExp: 4+ exp preferredJob Description: Familiarity with Intel computer/server hardware architecture Ability to assemble computer systems using various hardware components in test bench or rack configuration Ability to debug issues in computer system bring-up Ability to flash BIOS, install Operating Systems (Windows/Linux), install Firmware and Drivers, disk partitioning, configuring networks and debug associated issues Ability to socket CPUs/FPGAs Knowledge on test and measurement equipment  DMM, Oscilloscopes, Logic analyzers, Network analyzers, Power meters, associated probes/cables, etc. Ability to organize lab space and infrastructure for a given project (network and power cabling, test bench/rack setup, etc.) Working knowledge of BIOS, various Firmware and Drivers and their interaction with Operating System, etc. Ability to do configuration changes at BIOS/Firmware level Knowledge on scripting (Python, Shell, etc.).||https://job-openings.monster.com/linux-hardware-technician-austin-tx-us-scadea-solutions/216673597|216673597|monster|Python
new|Technical Architect|Gaddis Partners, dba T3|Austin, TX|2020-07-24|Technical Architect;Gaddis Partners, dba T3, Austin, TXDirects vision of company's platform integration & digital projects,provides highly scalable architectural solutions & mentorship to dev.team. Directs project & estimate scoping, biz & tech reqmts gathering,technology site audit & architecture, data modeling & roadmap planning.Master's deg in Comp Sci, IT or reltd, & 3 yrs exp, or Bachelor's deg inComp Sci, IT, or reltd & 5 ys exp. Exp. w/Sitecore, Sitefinity, Drupal &Django. Send resume to people@t-3.com||https://job-openings.monster.com/technical-architect-austin-tx-us-gaddis-partners-dba-t3/219118334|219118334|monster|Python
new|Data Modeler|Millennium Group|San Antonio, TX|2020-08-07|We are seeking Data Modelers for a client in San Antonio, Texas!For immediate consideration, send resume to: RECRUITING@MILLGROUPUSA.COMNote: Due to COVID -19 This request will be full time WFH for the duration of the assignment. This means candidates will need their own computers and high-speed Internet access as a requirement for WFH capabilities. Looking for a Data Scientist with Python development and Predictive Modeling experience. Requirements:Advanced statistical modelingAdvanced data acquisition and manipulation skills Advanced computer programming skillsPython developmentTools needed:PythonBig data tools; Hadoop, Hive, Pig, KafkaDeep learning libraries SASTableau||https://job-openings.monster.com/data-modeler-san-antonio-tx-us-millennium-group/219116469|219116469|monster|Python
new|Senior GoLang Software Engineer - Austin, TX - Up to 180k|Oscar Associates Limited (US)|Austin, TX|2020-08-12|Golang Engineer Position - Austin, TX - Competitive salary, benefits, & more The Role:You will be working as a senior back end engineer to provide the necessary tools to enable small businesses and large companies alike to operate as a successful e-commerce platform by contributing to essential functions of their business. You will have end-to-end ownership over the design and implementation of the products you develop, giving you the knowledge and responsibility of creating core that run smoothly and are scalable. The Company:This company is a team of individuals dedicated to evening the playing field when it comes to a business's ability to succeed in providing fast, affordable shipping to its customers. At thirteen years old, the company is building out their Austin office and technical team with like-minded, collaborative individuals who value their work and take every opportunity to learn. What you will bring:Understanding of the SDLC- ability to design, implement, test, and deploy software services with high SLAsUnderstanding of ReactJS and similar frameworks (such as angular)Knowledge of building RESTful APIs, AWS, Golang/OOP operations, Python/Django, CI/CD pipeliningAgile/scrum experienceUnderstanding of best practices to create microservice platformUnderstanding of e-commerce, automating systems, and customer needsProactive communication and a team mentalityArchitectural oversight and understanding of the full stackBS or MS in Computer Science or equivalent experience3+ years in software development What you will receive:Training allowancesCareer growth and progression opportunitiesCompetitive salaryProduct ownership optionsFull suite health & wellness coverageFlexible PTO & work hours401kApply now to avoid disappointment!Golang Engineer Position - Austin, TX - Competitive salary, benefits, & moreOscar Associates Limited (US) is acting as an Employment Agency in relation to this vacancy.||https://job-openings.monster.com/senior-golang-software-engineer-austin-tx-up-to-180k-austin-tx-us-oscar-associates-limited-us/219478133|219478133|monster|Python
new|Senior Manager, Application Strategy - Spectrum Enterprise|SPECTRUM|West Austin Neighborhood Group|2020-08-10|At a glance:Are you a client-focused leader proficient in guiding the development, deployment and testing of network enhancements and upgrades? Can you commit to a technical position directing the creation of microservices, applications and resource adapters while developing the talent of team members? Do you desire a competitive salary with lucrative benefits and a focus on professional development?Our company:At Spectrum Enterprise, our goal is to foster an engaging work environment that encourages our team members to reach their full potential. We promote a culture of excellence that celebrates diversity, innovative thinking and dedication to consistently exceeding client expectations.Spectrum Enterprise is a national provider of fiber-based technology solutions that believes connectivity is fundamental to the progress of every organization. We are committed to helping our clients achieve greater business success by providing solutions designed to meet their evolving needs. The broad Spectrum portfolio includes networking and managed services solutions: Internet access, Ethernet access and networks, Voice and TV solutions. For more information visit enterprise.spectrum.com.Highlights:As the Senior Manager of Network Development, you accelerate company growth by assembling and mentoring a high-quality team of network developers. You have an aptitude for managing teams through complex technical projects and maintaining continuous up time for the service engine platform. You are passionate about proactively managing all aspects of the network development lifecycle.You focus on exceeding client expectations by guiding the development, deployment and testing of network enhancements and upgrades. You excel at completing projects for microservices, application and user interfaces, service templates and resource adapters such as plugins. You have a keen ability to identify roadblocks and overcome obstacles to see projects completed efficiently and effectively. You thrive managing your team in an office environment and traveling as needed to meet company objectives. You report to the Senior Director of Network Development and Enterprise Engineering for goals, guidance and assistance.Position benefits:Competitive Salary with BonusHealth, Vision and Dental Insurance100% Company Match 401(k) up to 6%Company Funded Retirement Accumulation Plan for an additional 3%Education AssistancePretax Child Care Spending AccountPaid Holidays, Vacation Days, Personal Days and Sick DaysEmployee Discount on Spectrum Services Where AvailableWhat you will do:Be the empowering leader for the Network Development team by supporting all efforts to simplify and enhance the client experience.Improve client satisfaction by developing a robust Service Engine Platform through a combination of software development and network engineering knowledge.Ensure service operations using continuous integration and the deployment pipeline.Drive a high-performance culture and improve services by leveraging knowledge of devices such as Cisco, Juniper, Adva and RAD.Support successful product launches by using the command line interface to execute test cases against the service prior to release. Support enterprise-wide growth through collaboration with product owners and Scrum masters to plan and release services in a timely manner. Maximize team efficiency and quality through detailed management of all daily activities of the Service Engine Platform team ensuring each project has the best people to develop and test it.Promote financial success by managing project budgets ensuring that all funds are being used appropriately.   Required keys for success:Eight or more years of team management experienceEight or more years of experience in software development or network engineeringProficient software development skills in Python, Git Source Control, Jenkins CI/CD, SQL, Web services, MuleSoft and DockerKnowledge of network engineering skills such as ONF, CCIE/ JNCIE, MEF-NF, MEF-CECP or MEF SDN-NFVUnderstanding of Ethernet, IP and TDM-based network and architecturesExperienced in routing protocols, network topologies and Metro Ethernet ForumTrack record of managing and executing on multiple, critical projects simultaneously using strong interpersonal and professional communication skillsClient-focused and service-orientedDeadline-driven with the ability to multitask and navigate shifting priorities in a team environmentSound business planning, forecasting, analytical, organizational and problem-solving skillsConfidence when developing and presenting data-driven reportsKnowledge of Microsoft Word, Excel, PowerPoint and OverlookEffective written and spoken English communications skills with all levels of an organizationHow you will stand out from the crowd:Seven or more years of experience in a scaled Agile frameworkFamiliar with network service orchestrationYour education:Bachelors Degree in engineering or a related field, or an equivalent combination of education, training and experience (required)||https://job-openings.monster.com/senior-manager-application-strategy-spectrum-enterprise-west-austin-neighborhood-group-us-spectrum/e1880cd7-9ec5-4b1c-b9fe-98cf1e8600b8|e1880cd7-9ec5-4b1c-b9fe-98cf1e8600b8|monster|Python
new|Post Silicon Validation Engineer|L&T Technology Services|Austin, TX|2020-08-03|Greetings from L&T Technology Services Limited!Please let me know if you would like to move forward with this below position.Job title: Post Silicon Validation EngineerLocation: Austin, TX/ Hillsboro, OR Santa Clara, CADuration: Full Time (Permanent)Job Description:The Xeon Server CPU validation team enables future generations of CPUs that power Cloud, Enterprise, and Data Center! Functional validation teams are organized around key technologies which include Virtualization, Memory, IO (PCI-E, UPI), Power Management, RAS, Security, and Coherency. We are looking for a sharp collaborative engineer to join our Post Silicon Power Management validation team.The leading Power Management Validation team member will demonstrate a strong understanding CPU power management features.The candidate will create and execute post-silicon validation plans as well as develop post-silicon test content. The candidate will participate in silicon and platform bring-up and enabling of power management features.Required Skills:Experience with Post Silicon experienceExperience in Microprocessor validation.CPU micro-architecture.CPU power management technologies and/or the ability to develop an in-depth understanding of Power management features including core C-states, P-states, S-states, Package C-states, Reset, Running Average Power Limit, Thermal, Telemetry, and HWP.CPU power management featuresPython ScriptingWorking knowledge of Logic or Protocol Analyzer equipmentLinux OS, Windows OS.Design, verification or validation disciplines, system/platform level debug and root cause isolation, methodology, and toolsWorking cross-functional team environment.||https://job-openings.monster.com/post-silicon-validation-engineer-austin-tx-us-l-t-technology-services/219289369|219289369|monster|Python
